"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC0700006619.hg.1","TC0700006619.hg.1","SLC29A4","solute carrier family 29 member 4",0.149891050157453,4.04991490025057,1.19119303363571,0.241885720072266,0.348890164717425,-6.43124676268231
"HTA2-pos-PSR05015334.hg.1","HTA2-pos-PSR05015334.hg.1",NA,NA,-0.159379898940141,7.96605780480099,-1.19115064750411,0.24190213348818,0.348890164717425,-6.43129633200351
"TC0800009186.hg.1","TC0800009186.hg.1","GPIHBP1","glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1",0.144688925220554,4.27792539289227,1.19108807271663,0.241926366165595,0.348890164717425,-6.43136950839537
"TC0700011626.hg.1","TC0700011626.hg.1","SEMA3C","semaphorin 3C",-0.260725922479285,4.38108041506457,-1.19105091266939,0.241940757589438,0.348890164717425,-6.43141296253537
"23075467","23075467",NA,NA,-0.260235231832443,6.12335680070734,-1.1910162432386,0.241954185009456,0.348890164717425,-6.43145350308015
"TC1000010887.hg.1","TC1000010887.hg.1","NEUROG3","neurogenin 3",0.141493113516233,4.90765482672871,1.1909182707851,0.241992132559566,0.348919301396553,-6.43156806087161
"TC1900008882.hg.1","TC1900008882.hg.1","NCR1","natural cytotoxicity triggering receptor 1",-0.130975730300904,5.88859650195439,-1.1907726569436,0.242048541073868,0.34897505001831,-6.431738309059
"TC1700012449.hg.1","TC1700012449.hg.1","CSHL1","chorionic somatomammotropin hormone like 1",0.168806732382245,4.55960534266218,1.1906996569781,0.242076823750858,0.348990242831558,-6.43182365165736
"TC1400010723.hg.1","TC1400010723.hg.1","TM9SF1","transmembrane 9 superfamily member 1",0.125922306879051,6.12370133832683,1.19030889975684,0.242228257735154,0.349182961583029,-6.43228039528654
"HTA2-pos-3581373_st","HTA2-pos-3581373_st",NA,NA,0.397892176338262,7.10392638500189,1.19025204312491,0.242250297745632,0.349189138505083,-6.43234684170609
"TC1700008575.hg.1","TC1700008575.hg.1","PSMC5","proteasome 26S subunit, ATPase 5",-0.168650155010163,6.25429530593966,-1.18998694651527,0.242353079745655,0.349295681295122,-6.43265661262927
"TC2000009960.hg.1","TC2000009960.hg.1","SRXN1","sulfiredoxin 1",0.162384322130791,5.91863882828388,1.18991495556183,0.242380997269307,0.349295681295122,-6.4327407246134
"TC1700006645.hg.1","TC1700006645.hg.1","PLD2","phospholipase D2",0.172046195682159,4.93109891657166,1.18987067040239,0.242398171878719,0.349295681295122,-6.43279246368899
"TC0900009908.hg.1","TC0900009908.hg.1","RPP25L","ribonuclease P/MRP subunit p25 like",0.122709684468648,5.24723447871113,1.18986074044416,0.242402023024164,0.349295681295122,-6.43280406477861
"HTA2-pos-3615296_st","HTA2-pos-3615296_st",NA,NA,0.361016580228007,4.93004748302263,1.18983240047515,0.24241301438944,0.349295681295122,-6.4328371736451
"TC0700006941.hg.1","TC0700006941.hg.1","NPY","neuropeptide Y",0.155421470925049,4.08745567531057,1.18900972527409,0.242732240146605,0.349730034209764,-6.43379796831959
"23072485","23072485",NA,NA,0.116965748670842,5.432893279317,1.18881403111567,0.242808221538961,0.349813881254615,-6.43402642777342
"TC0400010024.hg.1","TC0400010024.hg.1","SLC2A9","solute carrier family 2 member 9",-0.144818885630082,4.55555679830451,-1.18858842177966,0.242895839659538,0.349903022929402,-6.43428976824451
"TC0400011188.hg.1","TC0400011188.hg.1","LIN54","lin-54 DREAM MuvB core complex component",0.153764432021465,4.63689254144379,1.1885630922385,0.242905678143851,0.349903022929402,-6.43431933105552
"TC1900009172.hg.1","TC1900009172.hg.1","MEX3D","mex-3 RNA binding family member D",0.155008127826631,5.72743039301314,1.18837001408164,0.242980683059315,0.349985432380808,-6.43454465890437
"TC1600011358.hg.1","TC1600011358.hg.1","BMERB1","bMERB domain containing 1",0.159026934714472,4.62526059743166,1.18811877320739,0.243078307866632,0.350100408701066,-6.43483781396357
"TC1700008549.hg.1","TC1700008549.hg.1","TANC2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",-0.140856969678398,6.16496185946498,-1.18793044099128,0.243151507110143,0.350149501982086,-6.4350575280325
"TC2000008231.hg.1","TC2000008231.hg.1","SPEF1","sperm flagellar 1",0.153045494563774,4.97454838138852,1.18790235091175,0.243162426292547,0.350149501982086,-6.43509029602643
"TC0100018421.hg.1","TC0100018421.hg.1","DDOST","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit",-0.157903664638503,6.17083510904538,-1.18789365776846,0.243165805566244,0.350149501982086,-6.43510043671729
"TC1700007865.hg.1","TC1700007865.hg.1","CNP","2',3'-cyclic nucleotide 3' phosphodiesterase",0.176666882735414,5.0479717346102,1.1874104032203,0.243353714697024,0.350390858354166,-6.43566405358071
"TC0100007334.hg.1","TC0100007334.hg.1","LYPLA2","lysophospholipase 2",-0.123272406175427,7.73189491634643,-1.18737097435829,0.243369050954284,0.350390858354166,-6.43571002992213
"TC0500009622.hg.1","TC0500009622.hg.1","GRK6","G protein-coupled receptor kinase 6",0.138012878561068,7.6657997135346,1.18732305806105,0.243387689441094,0.350392042181246,-6.43576590121638
"TC0300013882.hg.1","TC0300013882.hg.1","CHST2","carbohydrate sulfotransferase 2",0.128947699898327,6.83091935076057,1.18705142885435,0.24349336761237,0.350506894632899,-6.43608258674465
"TC1100011520.hg.1","TC1100011520.hg.1","KRTAP5-11","keratin associated protein 5-11",0.116139421056887,6.394230753169,1.18702590996176,0.2435032975462,0.350506894632899,-6.43611233514421
"TC0100015872.hg.1","TC0100015872.hg.1","S100A14","S100 calcium binding protein A14",0.171173320921334,4.71971562458593,1.18698058809465,0.243520933963692,0.350506894632899,-6.43616516721833
"TC1700012247.hg.1","TC1700012247.hg.1","TCAP","titin-cap",0.168290272855934,7.08626982101991,1.18684289058655,0.24357452291802,0.350558371183951,-6.43632567096187
"HTA2-pos-JUC14008691.hg.1","HTA2-pos-JUC14008691.hg.1",NA,NA,0.122690970015737,11.262621337769,1.18662927625351,0.2436576742247,0.350652383943889,-6.43657463142244
"TC1600010171.hg.1","TC1600010171.hg.1","VPS35","VPS35 retromer complex component",-0.169999654627654,6.30734796165019,-1.18656914706391,0.243681083812089,0.350660413794714,-6.43664470257888
"TC1000010609.hg.1","TC1000010609.hg.1","OGDHL","oxoglutarate dehydrogenase L",0.11179753621694,5.13880475681006,1.18634929059908,0.243766692718907,0.350742804059964,-6.43690088307558
"TC2200006716.hg.1","TC2200006716.hg.1","CCDC116","coiled-coil domain containing 116",0.158890496488096,6.1265891566903,1.18633050997082,0.243774006645429,0.350742804059964,-6.43692276455998
"TC1600010453.hg.1","TC1600010453.hg.1","CCDC102A","coiled-coil domain containing 102A",0.152937217892673,6.17835427357765,1.18618414821915,0.243831011274413,0.35079915864915,-6.43709328108304
"TC0900008497.hg.1","TC0900008497.hg.1","ZNF618","zinc finger protein 618",-0.184704900601127,4.48383313754452,-1.18601704838907,0.243896104881593,0.350867141738446,-6.43728793453768
"TC1900009669.hg.1","TC1900009669.hg.1","KANK2","KN motif and ankyrin repeat domains 2",-0.162377051362144,6.05582234867634,-1.18580907982581,0.243977136684094,0.350958041776336,-6.4375301604811
"TC0400011108.hg.1","TC0400011108.hg.1","CNOT6L","CCR4-NOT transcription complex subunit 6 like",-0.170291542897579,7.94763047412634,-1.18548057364496,0.244105174393171,0.351116540977875,-6.43791269988215
"HTA2-pos-PSR02004954.hg.1","HTA2-pos-PSR02004954.hg.1",NA,NA,0.344555819577337,8.28973074841056,1.18524149252407,0.244198389019128,0.351193837569947,-6.43819104416842
"TC1200010635.hg.1","TC1200010635.hg.1","FAM186B","family with sequence similarity 186 member B",0.142356572155388,4.54215599894865,1.18521830672266,0.244207430251161,0.351193837569947,-6.4382180349186
"TC0X00011414.hg.1","TC0X00011414.hg.1","ARHGAP4","Rho GTPase activating protein 4",0.13717575382806,7.04938759663069,1.18520534693195,0.244212483988743,0.351193837569947,-6.43823312128816
"TC1500009951.hg.1","TC1500009951.hg.1","GRAMD2A","GRAM domain containing 2A",0.137069970520161,4.50235612663409,1.18492540148347,0.244321668899214,0.351325163576869,-6.43855896610097
"TC0100017952.hg.1","TC0100017952.hg.1","MAP1LC3C","microtubule associated protein 1 light chain 3 gamma",0.196355984428276,4.70264026497622,1.18464078987164,0.244432710424676,0.351446888787332,-6.43889016956534
"TC1900011114.hg.1","TC1900011114.hg.1","LHB","luteinizing hormone subunit beta",0.135944534159523,7.15851047076181,1.18461683051333,0.24444205988315,0.351446888787332,-6.43891804780993
"TC0700007271.hg.1","TC0700007271.hg.1","RALA","RAS like proto-oncogene A",-0.15279091650004,3.82722430254871,-1.18445983536866,0.244503329266454,0.351509281921297,-6.43910070886265
"TC1100008525.hg.1","TC1100008525.hg.1","MYO7A","myosin VIIA",0.149133222843095,4.43063594911714,1.18440728292425,0.244523841053007,0.351513075213032,-6.43916184772119
"HTA2-pos-3513292_st","HTA2-pos-3513292_st",NA,NA,-0.275553786527318,7.58752829000744,-1.18401980522469,0.244675116745221,0.351704832701964,-6.43961255743131
"TC0600011714.hg.1","TC0600011714.hg.1","BTBD9","BTB domain containing 9",-0.211735215269995,6.5975064517528,-1.18375583184926,0.24477821424734,0.35182731415643,-6.43991953061914
"TC0300006677.hg.1","TC0300006677.hg.1","SLC6A6","solute carrier family 6 member 6",0.150014016285658,9.25101233315234,1.18330431456125,0.244954632782945,0.35205515660203,-6.44044445165275
"HTA2-pos-PSR05015350.hg.1","HTA2-pos-PSR05015350.hg.1",NA,NA,-0.15555145083688,7.42080099665158,-1.18325620584838,0.24497343549492,0.352056452749623,-6.44050037060195
"TC1700011558.hg.1","TC1700011558.hg.1","SLC16A6","solute carrier family 16 member 6",-0.207054702300997,6.50639462085597,-1.18310076181207,0.245034196160916,0.352118042956068,-6.44068103599351
"23072401","23072401",NA,NA,-0.185195350386459,5.45644510271022,-1.18296540163922,0.245087115354988,0.352161563109272,-6.44083834105795
"TC0300010372.hg.1","TC0300010372.hg.1","GRIP2","glutamate receptor interacting protein 2",0.182420268611229,4.65707812020208,1.18289466430592,0.245114773518877,0.352161563109272,-6.4409205398978
"TC1900009989.hg.1","TC1900009989.hg.1","INSL3","insulin like 3",0.132378123507582,5.9197052973117,1.18288590155189,0.24511819989845,0.352161563109272,-6.44093072215823
"TC0600011583.hg.1","TC0600011583.hg.1","SMIM29","small integral membrane protein 29",0.104777483019352,6.53240726548085,1.18229734622329,0.24534841500489,0.352466565222876,-6.4416144605901
"TC0100006619.hg.1","TC0100006619.hg.1","TPRG1L","tumor protein p63 regulated 1 like",-0.125571871562666,7.19291747851279,-1.1820991700204,0.245425967849423,0.352552224796919,-6.4418446160491
"TC1300007158.hg.1","TC1300007158.hg.1","MLNR","motilin receptor",0.175644617044599,3.96526657204504,1.18085741767653,0.245912315242605,0.353225058711388,-6.44328593915895
"TC0600008027.hg.1","TC0600008027.hg.1","BYSL","bystin like",-0.129272334356029,6.2826344769518,-1.18078354393078,0.245941271028405,0.353240851333941,-6.44337164174691
"TC0300012970.hg.1","TC0300012970.hg.1","KPNA4","karyopherin subunit alpha 4",0.197552315893299,6.98643184858013,1.1804295345542,0.246080064320061,0.353414387686771,-6.44378226748692
"TC1400009006.hg.1","TC1400009006.hg.1","TRAPPC6B","trafficking protein particle complex subunit 6B",-0.231452837291251,5.59299154863784,-1.1802603407961,0.246146418862937,0.353460002014221,-6.44397848021591
"TC0200009106.hg.1","TC0200009106.hg.1","GLI2","GLI family zinc finger 2",0.162528989730698,4.62142486216089,1.18025689660252,0.246147769745603,0.353460002014221,-6.4439824741525
"TC1200012612.hg.1","TC1200012612.hg.1","MED21","mediator complex subunit 21",-0.172553433263158,4.96582059287275,-1.1801671594842,0.24618296837962,0.353484736739577,-6.44408653083025
"23072340","23072340",NA,NA,0.14091595187711,6.8610572496082,1.17993178273796,0.2462753104547,0.353591511951569,-6.44435943259263
"TC0800008940.hg.1","TC0800008940.hg.1","PHF20L1","PHD finger protein 20 like 1",-0.143655525093519,7.45962104048775,-1.17982023518381,0.246319081208437,0.353621017394371,-6.44448874615721
"TC0200011023.hg.1","TC0200011023.hg.1","SP100","SP100 nuclear antigen",-0.245144832317462,7.65927966027217,-1.17975368087078,0.246345199532038,0.353621017394371,-6.44456589511605
"TC1000012542.hg.1","TC1000012542.hg.1","ZNF438","zinc finger protein 438",-0.219580684526968,6.9088438761416,-1.17972459453103,0.246356614702321,0.353621017394371,-6.44459961039339
"TC0900009942.hg.1","TC0900009942.hg.1","FAM166B","family with sequence similarity 166 member B",0.12594645607951,4.3038479156733,1.17969613921479,0.246367782597126,0.353621017394371,-6.44463259348286
"TC0600011960.hg.1","TC0600011960.hg.1","TNFRSF21","TNF receptor superfamily member 21",0.130243935422437,5.26317513564291,1.17959080157147,0.246409127824725,0.353644776933756,-6.44475468594416
"HTA2-pos-PSR19006611.hg.1","HTA2-pos-PSR19006611.hg.1",NA,NA,-0.208497780717904,8.33257461211763,-1.17956234199329,0.246420299135618,0.353644776933756,-6.44478767053054
"23072065","23072065",NA,NA,0.381160915199701,5.47586370289367,1.17950661231442,0.246442175922894,0.353650366572459,-6.44485225898023
"TC1700006646.hg.1","TC1700006646.hg.1","MINK1","misshapen like kinase 1",-0.162935500178031,5.9231612340363,-1.1790202470551,0.24663315985882,0.353898610458442,-6.44541581748237
"TC1800007968.hg.1","TC1800007968.hg.1","TMEM200C","transmembrane protein 200C",0.243200413598426,3.87880157427599,1.17886820528269,0.246692885229993,0.353958486453511,-6.44559194660573
"TC0X00007034.hg.1","TC0X00007034.hg.1","NYX","nyctalopin",0.134419951283057,5.79012363400246,1.17847813514968,0.246846161831396,0.354152572566244,-6.44604371831622
"TC1500010777.hg.1","TC1500010777.hg.1",NA,NA,0.143023019200824,4.74965482277511,1.17830288201225,0.246915049587427,0.354225565703985,-6.44624664831768
"HTA2-pos-PSR02023973.hg.1","HTA2-pos-PSR02023973.hg.1",NA,NA,0.198012660643451,6.4939952024936,1.17821010843151,0.246951522326321,0.354252048839661,-6.44635406192705
"TC1800007911.hg.1","TC1800007911.hg.1","MYOM1","myomesin 1",0.168063172639339,4.77155395216723,1.17815693002838,0.246972430508678,0.354256202378687,-6.44641562857693
"TC0300012591.hg.1","TC0300012591.hg.1","PRR23C","proline rich 23C",-0.123300158919286,5.39012648965738,-1.17800864246474,0.247030739655785,0.35431399918395,-6.44658729318981
"23071912","23071912",NA,NA,-0.131647502584098,6.40681147610362,-1.17733400660528,0.247296144928129,0.354642940229074,-6.4473680320804
"23072031","23072031",NA,NA,-0.131647502584098,6.40681147610362,-1.17733400660528,0.247296144928129,0.354642940229074,-6.4473680320804
"TC1600008892.hg.1","TC1600008892.hg.1","DPEP1","dipeptidase 1",0.132792802718693,6.83730334492846,1.17719886204978,0.247349336576161,0.354693357815775,-6.44752438192923
"23068504","23068504",NA,NA,0.202401941679151,5.25461683590734,1.17708339864597,0.247394788535237,0.354732670320976,-6.44765794940217
"TC1100012651.hg.1","TC1100012651.hg.1","OR10G7","olfactory receptor family 10 subfamily G member 7",0.16041853174319,4.42485304635642,1.17684291149545,0.2474894754811,0.354828487932784,-6.44793610497971
"TC0900008028.hg.1","TC0900008028.hg.1","MFSD14B","major facilitator superfamily domain containing 14B",-0.242416061404244,7.94322294592051,-1.17682203476819,0.247497696520157,0.354828487932784,-6.44796024924062
"TC2000009856.hg.1","TC2000009856.hg.1","LKAAEAR1","LKAAEAR motif containing 1",0.142940241506944,5.07460376189844,1.17641475508557,0.247658119007935,0.355032599061817,-6.4484311956597
"TSUnmapped00000624.hg.1","TSUnmapped00000624.hg.1",NA,NA,0.143098391069322,5.7980853796331,1.17590430012779,0.247859288353195,0.35529508921591,-6.44902123396027
"TC0200016771.hg.1","TC0200016771.hg.1",NA,NA,0.156924948981827,4.91578811910881,1.17505083436286,0.24819590449505,0.355751683820724,-6.45000723401979
"TC1900007318.hg.1","TC1900007318.hg.1",NA,NA,-0.154716185339032,6.8145252578387,-1.17495185049551,0.248234966422921,0.355781743524237,-6.45012154638107
"TC1900008546.hg.1","TC1900008546.hg.1","PRRG2","proline rich and Gla domain 2",0.137602645704821,3.99799506041622,1.17486779571413,0.248268140425432,0.355803360616991,-6.45021861079748
"TC0600013204.hg.1","TC0600013204.hg.1","VNN3P","vanin 3, pseudogene",0.340764074813354,5.48480116666785,1.17448785484768,0.248418132580973,0.355992379296852,-6.45065727747862
"TC1000010917.hg.1","TC1000010917.hg.1","LRRC20","leucine rich repeat containing 20",0.160017348488305,5.42430191104418,1.17440229542007,0.248451918664517,0.356001675084754,-6.45075604343017
"TC1200012876.hg.1","TC1200012876.hg.1","CHFR","checkpoint with forkhead and ring finger domains",-0.161494856556034,6.24030986765711,-1.17437974938303,0.248460822301995,0.356001675084754,-6.45078206845717
"TC0100015994.hg.1","TC0100015994.hg.1","CCT3","chaperonin containing TCP1 subunit 3",-0.179832616933328,5.72059780609778,-1.17398517099945,0.248616682692526,0.356199045568144,-6.45123745817455
"TC0500009085.hg.1","TC0500009085.hg.1","SLC6A7","solute carrier family 6 member 7",-0.163013187603461,4.86720908507748,-1.17393500649856,0.248636503033864,0.356201493674753,-6.45129534379138
"HTA2-pos-PSR12009629.hg.1","HTA2-pos-PSR12009629.hg.1",NA,NA,-0.199042751715401,7.67790860402628,-1.17361151384182,0.248764344953352,0.356335299047497,-6.45166857240485
"TC0600008418.hg.1","TC0600008418.hg.1","ZC3H11C","zinc finger CCCH-type containing 11C",0.137217534280308,5.07179599071173,1.17360697500316,0.248766139010634,0.356335299047497,-6.45167380840138
"TC1200010756.hg.1","TC1200010756.hg.1","KRT6B","keratin 6B",0.127391216435123,5.70130037381957,1.17341521054884,0.248841945983988,0.35641792671088,-6.45189501050678
"TC1300009799.hg.1","TC1300009799.hg.1","CARS2","cysteinyl-tRNA synthetase 2, mitochondrial",-0.146114724191644,6.67996028772036,-1.17331180145499,0.248882831942788,0.356427693974676,-6.45201428005272
"TC1700007116.hg.1","TC1700007116.hg.1","SMCR8","SMCR8-C9orf72 complex subunit",-0.140828951376778,6.60911647876569,-1.173275155621,0.24889732217567,0.356427693974676,-6.45205654414711
"TC1700006750.hg.1","TC1700006750.hg.1","SLC35G6","solute carrier family 35 member G6",0.160225911051906,4.22659738596996,1.17326045631196,0.248903134644237,0.356427693974676,-6.45207349670066
"TC0900009569.hg.1","TC0900009569.hg.1","NFIB","nuclear factor I B",0.213635947037552,4.46917686050942,1.17320959159965,0.248923248568649,0.356430544564953,-6.45213215691139
"TC2000008030.hg.1","TC2000008030.hg.1","OGFR","opioid growth factor receptor",0.186583037118261,7.91000642239324,1.1726631258458,0.249139417713581,0.356714103681785,-6.45276222592555
"HTA2-pos-2995645_st","HTA2-pos-2995645_st",NA,NA,0.324680086465275,4.01415131643237,1.172222466769,0.249313832040719,0.356937841941095,-6.45327010404894
"TC1100009744.hg.1","TC1100009744.hg.1","DUSP8","dual specificity phosphatase 8",0.193068482548463,4.89370461370656,1.17216643734202,0.249336015062659,0.356943616846507,-6.45333466771907
"TC1900007371.hg.1","TC1900007371.hg.1",NA,NA,0.164429023532245,4.97231876404791,1.17199533899993,0.249403764785698,0.357014618388552,-6.45353180967684
"23072066","23072066",NA,NA,-0.213292209360135,5.68681276783631,-1.17179875641669,0.249481622085613,0.357100077260389,-6.45375828221007
"HTA2-pos-3670175_st","HTA2-pos-3670175_st",NA,NA,-0.328425272590315,5.2993738483749,-1.17157987815374,0.249568330556236,0.357198192056582,-6.45401039925046
"TC1700009677.hg.1","TC1700009677.hg.1","BORCS6","BLOC-1 related complex subunit 6",0.162877065452744,4.54334655327837,1.17140193137891,0.249638840261322,0.357272647204958,-6.45421533698108
"23072213","23072213",NA,NA,0.141656231085428,4.96212587990317,1.17135690634821,0.249656683303897,0.357272647204958,-6.45426718685885
"human-RPTR-AF298789-2_st","human-RPTR-AF298789-2_st",NA,NA,-0.222650956837923,6.42325961210166,-1.17091388768391,0.249832297545241,0.357471938582922,-6.45477725990179
"human-RPTR-X03453-2_st","human-RPTR-X03453-2_st",NA,NA,-0.222650956837923,6.42325961210166,-1.17091388768391,0.249832297545241,0.357471938582922,-6.45477725990179
"HTA2-pos-PSR01038790.hg.1","HTA2-pos-PSR01038790.hg.1",NA,NA,-0.13638265563554,7.24619942104951,-1.17073698225909,0.249902448699907,0.357546301366294,-6.45498089168861
"TC0400010609.hg.1","TC0400010609.hg.1","CORIN","corin, serine peptidase",0.1634423187567,4.59729843836966,1.17058290118707,0.249963560661082,0.35758981623088,-6.45515822778446
"TC0700006645.hg.1","TC0700006645.hg.1","USP42","ubiquitin specific peptidase 42",-0.207582552110001,6.24353196546638,-1.17056670253481,0.249969986038462,0.35758981623088,-6.4551768700044
"TC1200011121.hg.1","TC1200011121.hg.1","HMGA2-AS1","HMGA2 antisense RNA 1",0.152844799744085,4.96918223160287,1.17052277867699,0.249987409536705,0.35758981623088,-6.45522741858261
"TC1400010625.hg.1","TC1400010625.hg.1","ZNF410","zinc finger protein 410",0.196867568675316,4.60874649728445,1.17046154785107,0.250011699756379,0.357598552662452,-6.45529788149812
"TC2200007903.hg.1","TC2200007903.hg.1","LOC101929372","uncharacterized LOC101929372",0.175641615104229,4.32718586182842,1.1700967012612,0.250156469819327,0.357779600897149,-6.45571766748248
"TC0700010728.hg.1","TC0700010728.hg.1","HERPUD2","HERPUD family member 2",-0.141104004838606,9.30632949962529,-1.1695354451966,0.250379294014026,0.358072249518168,-6.45636320323053
"TC1200007262.hg.1","TC1200007262.hg.1","BICD1","BICD cargo adaptor 1",-0.170006989029653,4.27939598676875,-1.1692621169642,0.250487860438388,0.358201465225171,-6.45667747179522
"TC0800012435.hg.1","TC0800012435.hg.1","ZFAND1","zinc finger AN1-type containing 1",0.239790128397043,4.54281785485686,1.16889159923902,0.250635085516418,0.358385940588293,-6.45710337924038
"TC1000012498.hg.1","TC1000012498.hg.1","GSTO2","glutathione S-transferase omega 2",-0.130556390900765,4.3379350900022,-1.16870234485516,0.250710310024628,0.358467442184977,-6.45732087778107
"TC1100007978.hg.1","TC1100007978.hg.1",NA,NA,-0.147095917036959,8.31367260968429,-1.1677875686344,0.251074145887906,0.358961560568294,-6.45837171671078
"TC1900009417.hg.1","TC1900009417.hg.1","MLLT1","MLLT1 super elongation complex subunit",0.169776299279881,5.95185508034742,1.1677180442713,0.251101813693041,0.358975021436436,-6.45845155102867
"HTA2-pos-3045327_st","HTA2-pos-3045327_st",NA,NA,-0.248744786900824,8.38073929357483,-1.16750771070284,0.251185531242174,0.359068603208303,-6.45869304884757
"TC1500009996.hg.1","TC1500009996.hg.1","STOML1","stomatin like 1",0.113955697691357,6.10589042600678,1.16744266309948,0.251211425788733,0.359079519658914,-6.45876772616463
"TC1100010038.hg.1","TC1100010038.hg.1","DENND2B","DENN domain containing 2B",0.175353904928917,4.93026284861739,1.16725170277586,0.251287455681927,0.359161664656409,-6.45898693429015
"TC1900012017.hg.1","TC1900012017.hg.1","CLDND2","claudin domain containing 2",0.13016199158031,6.69154370530429,1.16720659243591,0.251305418586304,0.359161664656409,-6.45903871274902
"HTA2-pos-PSR01029232.hg.1","HTA2-pos-PSR01029232.hg.1",NA,NA,0.110788577374658,9.18287955695405,1.16712435396523,0.251338168293965,0.359182368539269,-6.4591331027962
"TC1100009791.hg.1","TC1100009791.hg.1","ASCL2","achaete-scute family bHLH transcription factor 2",0.152972704136969,5.38996018773328,1.16665978055593,0.251523233125246,0.359420724106242,-6.45966620652781
"23074896","23074896",NA,NA,-0.164911342624321,4.23118015538239,-1.16645534391897,0.251604702807943,0.35951102078784,-6.45990073809315
"TC1100011838.hg.1","TC1100011838.hg.1","PICALM","phosphatidylinositol binding clathrin assembly protein",0.15874731949758,9.69119874137552,1.16623356581932,0.251693104952909,0.359594988347666,-6.46015512108719
"HTA2-pos-PSR0X005151.hg.1","HTA2-pos-PSR0X005151.hg.1",NA,NA,-0.134082479849351,8.34824728832767,-1.16621617981446,0.251700036080438,0.359594988347666,-6.46017506122501
"TC0200007805.hg.1","TC0200007805.hg.1","AFTPH","aftiphilin",0.13399101952869,8.58701558654055,1.16597066255971,0.251797929163169,0.35970871452401,-6.46045661751842
"TC0600011471.hg.1","TC0600011471.hg.1","DXO","decapping exoribonuclease",0.152387502169556,4.55910784466354,1.16546640773753,0.251999073554411,0.359969914264571,-6.46103471957633
"TC1300006802.hg.1","TC1300006802.hg.1","BRCA2","BRCA2 DNA repair associated",0.190129796113989,4.03816864850817,1.16518117422692,0.252112903409991,0.360106360038078,-6.46136162292262
"TC1000008927.hg.1","TC1000008927.hg.1","VTI1A","vesicle transport through interaction with t-SNAREs 1A",-0.201168891667629,5.91471743562496,-1.16500475590396,0.252183326478553,0.360180790258075,-6.46156377730957
"TC0100013430.hg.1","TC0100013430.hg.1","CD164L2","CD164 molecule like 2",0.143565039818491,3.91146564642758,1.16482971396438,0.252253214280151,0.360245879788049,-6.46176432662545
"TC0200016451.hg.1","TC0200016451.hg.1","CCDC85A","coiled-coil domain containing 85A",-0.145229329161076,3.9602020818647,-1.16479886158254,0.252265533962527,0.360245879788049,-6.46179967198218
"HTA2-pos-3064820_st","HTA2-pos-3064820_st",NA,NA,-0.315685815148441,5.96851261604209,-1.16459766765675,0.252345883572406,0.360323679678498,-6.46203014423103
"23072203","23072203",NA,NA,0.128995745632579,5.19025152580547,1.16457069592983,0.252356656525735,0.360323679678498,-6.46206103817073
"TC0100007199.hg.1","TC0100007199.hg.1","VWA5B1","von Willebrand factor A domain containing 5B1",0.186438316510241,3.86377395953552,1.16439087713367,0.252428487684483,0.36040007748027,-6.46226698924614
"TC0200011419.hg.1","TC0200011419.hg.1","ATG4B","autophagy related 4B cysteine peptidase",0.173451877965738,5.4367271912925,1.16410428508165,0.252543001704494,0.360537399428156,-6.46259516984001
"TC1900007004.hg.1","TC1900007004.hg.1","TIMM29","translocase of inner mitochondrial membrane 29",-0.150071452753544,5.20153751057642,-1.16399847248566,0.252585290964018,0.360571598852387,-6.46271631850015
"TC2100008395.hg.1","TC2100008395.hg.1","LINC01547","long intergenic non-protein coding RNA 1547",0.121876282217997,5.41847916491443,1.16372541004995,0.252694447429527,0.36070124093457,-6.46302891061005
"HTA2-pos-2909190_st","HTA2-pos-2909190_st",NA,NA,-0.335225815667282,6.16095859646035,-1.1635985220664,0.252745182474648,0.360747478316924,-6.46317414441466
"TC1600011257.hg.1","TC1600011257.hg.1","SLC22A31","solute carrier family 22 member 31",0.125245399379839,5.40160518789118,1.16344271729284,0.252807489787661,0.360810225083739,-6.46335245589966
"TC0100008080.hg.1","TC0100008080.hg.1","DPH2","diphthamide biosynthesis 2",0.119810416595816,6.64224822813467,1.16335551048327,0.252842369222404,0.360833820150716,-6.46345225051755
"TSUnmapped00000354.hg.1","TSUnmapped00000354.hg.1",NA,NA,-0.153940225248069,3.93694469380553,-1.16328668024322,0.252869901196062,0.360846926920835,-6.46353101114002
"TC1600011420.hg.1","TC1600011420.hg.1","SNTB2","syntrophin beta 2",0.114070059563621,6.44813736820215,1.16319328838908,0.252907261261181,0.360874055519382,-6.4636378700945
"TC0600007627.hg.1","TC0600007627.hg.1","STK19","serine/threonine kinase 19",-0.14325454849152,5.23681993027007,-1.16312614285771,0.252934124346018,0.360886203098747,-6.4637146931176
"TC0900009909.hg.1","TC0900009909.hg.1","DCTN3","dynactin subunit 3",0.126195611644398,6.97056102981212,1.16295717256058,0.253001733915681,0.360956481749706,-6.4639079985158
"AFFX-BioB-M_at","AFFX-BioB-M_at",NA,NA,-0.229364219027435,8.84147961019664,-1.16290021458064,0.253024527302713,0.360962815788659,-6.46397315374536
"23075893","23075893",NA,NA,-0.136166763180784,5.38341582685532,-1.16209379423247,0.253347400184455,0.361397208923456,-6.46489531618469
